                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                0.63851,                0.80791,                0.87354,                0.81415,                0.90476,                0.98315,                0.91682,                0.47111,                0.59173,                0.81833,               0.007525,               0.007525,               0.007525
                     27,                 0.5996,                0.82297,                0.86306,                0.78224,                0.97619,                  0.995,                0.89313,                0.53434,                0.53194,                0.83229,               0.007426,               0.007426,               0.007426
                     28,                0.68767,                0.83635,                0.87456,                0.83174,                0.92857,                0.98315,                0.91801,                 0.4351,                0.54412,                0.80832,               0.007327,               0.007327,               0.007327
                     29,                0.55009,                0.76375,                0.86482,                0.77108,                0.90476,                0.98315,                0.89076,                 0.5124,                0.59224,                0.82742,               0.007228,               0.007228,               0.007228
                     30,                 0.6276,                0.79084,                0.88119,                0.80775,                0.88095,                0.98315,                0.92748,                0.43533,                0.62442,                0.80682,               0.007129,               0.007129,               0.007129
                     31,                0.54769,                0.72952,                0.87689,                0.80934,                0.95238,                  0.995,                0.90971,                0.50782,                0.52645,                0.82382,                0.00703,                0.00703,                0.00703
                     32,                0.59256,                0.71823,                0.87791,                0.90503,                0.92857,                  0.995,                0.92156,                0.44865,                0.44665,                0.79996,               0.006931,               0.006931,               0.006931
                     33,                0.57779,                0.66937,                0.87127,                0.87973,                0.90476,                  0.995,                 0.8955,                 0.5274,                0.51108,                0.82739,               0.006832,               0.006832,               0.006832
                     34,                0.56991,                0.66327,                0.85266,                0.89776,                0.90476,                  0.995,                0.91445,                0.46162,                0.46414,                 0.8084,               0.006733,               0.006733,               0.006733
                     35,                0.60681,                0.71758,                0.87855,                0.77033,                0.97619,                  0.995,                0.92393,                0.46189,                0.53242,                0.81117,               0.006634,               0.006634,               0.006634
                     36,                0.49972,                0.69992,                0.84776,                0.84122,                0.95238,                  0.995,                0.91919,                0.41484,                 0.4263,                0.79567,               0.006535,               0.006535,               0.006535
                     37,                 0.4966,                0.64252,                0.86734,                0.80168,                0.92857,                  0.995,                0.92393,                0.47708,                0.49169,                0.81455,               0.006436,               0.006436,               0.006436
                     38,                0.52269,                0.63472,                0.85535,                0.81178,                      1,                  0.995,                0.91445,                 0.4567,                0.45475,                0.80821,               0.006337,               0.006337,               0.006337
                     39,                 0.5412,                0.64569,                0.85986,                0.75176,                      1,                  0.995,                0.91919,                0.47436,                0.49291,                0.81017,               0.006238,               0.006238,               0.006238
                     40,                0.50924,                0.63487,                 0.8518,                0.80767,                      1,                  0.995,                0.91919,                0.45086,                0.43538,                 0.8037,               0.006139,               0.006139,               0.006139
                     41,                0.52556,                0.60973,                0.85425,                0.78563,                0.97619,                  0.995,                0.92156,                0.45425,                0.49655,                0.80768,                0.00604,                0.00604,                0.00604
                     42,                0.51738,                0.64044,                0.85014,                0.87163,                      1,                  0.995,                0.92393,                0.41171,                0.42329,                0.80407,               0.005941,               0.005941,               0.005941
                     43,                 0.5134,                0.60391,                0.85384,                0.87452,                      1,                  0.995,                0.91445,                0.44391,                0.44316,                0.80462,               0.005842,               0.005842,               0.005842
                     44,                0.50438,                0.53736,                0.85707,                0.83115,                0.97619,                  0.995,                0.90971,                 0.4631,                0.46829,                0.81191,               0.005743,               0.005743,               0.005743
                     45,                0.50154,                0.57586,                0.86163,                0.90688,                      1,                  0.995,                0.94999,                0.40461,                0.37104,                0.79981,               0.005644,               0.005644,               0.005644
                     46,                0.47457,                0.57138,                0.85301,                0.87159,                0.97619,                  0.995,                0.91919,                0.46046,                0.43699,                0.81516,               0.005545,               0.005545,               0.005545
                     47,                0.50634,                0.56788,                0.85189,                 0.9021,                      1,                  0.995,                0.94762,                0.37226,                0.35362,                0.79372,               0.005446,               0.005446,               0.005446
                     48,                0.45969,                0.49804,                0.84327,                0.92692,                0.97619,                  0.995,                0.92156,                 0.4596,                0.40222,                0.80693,               0.005347,               0.005347,               0.005347
                     49,                0.51493,                0.54796,                0.84921,                0.88123,                0.95238,                  0.995,                0.94288,                 0.3948,                0.41643,                0.79392,               0.005248,               0.005248,               0.005248
                     50,                0.45717,                0.54193,                0.83749,                0.91702,                      1,                  0.995,                0.95236,                0.36191,                0.34053,                0.79045,               0.005149,               0.005149,               0.005149
                     51,                0.44623,                0.51465,                0.83714,                0.91814,                      1,                  0.995,                0.92867,                0.44097,                0.37476,                0.80216,                0.00505,                0.00505,                0.00505
                     52,                0.50282,                0.52319,                 0.8438,                0.90695,                      1,                  0.995,                0.94288,                0.38034,                0.35501,                0.79172,               0.004951,               0.004951,               0.004951
                     53,                0.46253,                0.49995,                0.83091,                0.90314,                      1,                  0.995,                0.94288,                 0.3892,                0.35557,                 0.7972,               0.004852,               0.004852,               0.004852
                     54,                0.48319,                0.51025,                0.84378,                0.89379,                0.97619,                  0.995,                0.93814,                0.39599,                0.36349,                0.79173,               0.004753,               0.004753,               0.004753
                     55,                0.43479,                0.47323,                0.83138,                0.88626,                      1,                  0.995,                0.95473,                 0.3838,                0.35508,                0.79082,               0.004654,               0.004654,               0.004654
                     56,                0.47457,                0.46902,                0.83514,                0.90809,                      1,                  0.995,                0.94762,                 0.3678,                0.32896,                0.79176,               0.004555,               0.004555,               0.004555
                     57,                0.44308,                0.47953,                0.83649,                0.90824,                      1,                  0.995,                0.94762,                0.35991,                0.32785,                0.79079,               0.004456,               0.004456,               0.004456
                     58,                0.45362,                0.46477,                0.83166,                0.93061,                0.97619,                  0.995,                0.93577,                0.38241,                0.31953,                0.79204,               0.004357,               0.004357,               0.004357
                     59,                0.44965,                0.45443,                0.84086,                0.91948,                      1,                  0.995,                0.95473,                0.36291,                0.30957,                0.78937,               0.004258,               0.004258,               0.004258
                     60,                0.43332,                0.44649,                0.83632,                0.91612,                      1,                  0.995,                0.94999,                0.36768,                0.31087,                0.78721,               0.004159,               0.004159,               0.004159
                     61,                0.44536,                0.45037,                0.84103,                0.94414,                      1,                  0.995,                0.96183,                0.34854,                0.29623,                0.78889,                0.00406,                0.00406,                0.00406
                     62,                0.43266,                 0.4457,                0.84288,                0.92333,                0.97619,                  0.995,                 0.9642,                0.35094,                0.31237,                0.78601,               0.003961,               0.003961,               0.003961
                     63,                0.41765,                0.43154,                0.83659,                0.94711,                      1,                  0.995,                0.94762,                0.35962,                0.30616,                0.78825,               0.003862,               0.003862,               0.003862
                     64,                0.41808,                0.43762,                 0.8318,                0.94332,                      1,                  0.995,                0.95946,                0.33137,                0.28819,                0.78179,               0.003763,               0.003763,               0.003763
                     65,                0.41275,                0.44361,                 0.8301,                0.92891,                      1,                  0.995,                0.95473,                0.34172,                0.30159,                 0.7836,               0.003664,               0.003664,               0.003664
                     66,                0.41552,                0.43181,                0.82821,                0.93872,                0.97619,                  0.995,                0.96657,                0.33305,                0.29622,                0.78029,               0.003565,               0.003565,               0.003565
                     67,                 0.4282,                0.45296,                0.83552,                0.93824,                0.97619,                  0.995,                0.96183,                0.34128,                0.29799,                0.78321,               0.003466,               0.003466,               0.003466
                     68,                0.40584,                0.42902,                0.83319,                0.95092,                0.97619,                  0.995,                 0.9642,                0.32249,                0.26732,                0.77986,               0.003367,               0.003367,               0.003367
                     69,                0.41272,                0.42453,                0.82899,                0.93633,                      1,                  0.995,                 0.9642,                0.34528,                0.29093,                0.78297,               0.003268,               0.003268,               0.003268
                     70,                0.41963,                 0.4274,                0.82584,                0.93929,                      1,                  0.995,                 0.9642,                0.32349,                0.27049,                0.77905,               0.003169,               0.003169,               0.003169
                     71,                0.40234,                0.39716,                0.82977,                  0.937,                      1,                  0.995,                 0.9571,                0.32908,                0.27039,                0.78121,                0.00307,                0.00307,                0.00307
                     72,                0.41408,                0.39482,                0.82396,                0.93811,                      1,                  0.995,                0.96657,                0.32992,                0.24817,                 0.7807,               0.002971,               0.002971,               0.002971
                     73,                0.40908,                0.36744,                 0.8199,                 0.9398,                      1,                  0.995,                0.95473,                0.32799,                0.24608,                0.78114,               0.002872,               0.002872,               0.002872
                     74,                0.42113,                0.39742,                0.83044,                0.93475,                      1,                  0.995,                0.95946,                0.32889,                0.24932,                0.77878,               0.002773,               0.002773,               0.002773
                     75,                0.40472,                0.40931,                0.81923,                0.95106,                      1,                  0.995,                0.96894,                0.30201,                0.23274,                 0.7767,               0.002674,               0.002674,               0.002674
                     76,                0.42587,                0.39323,                0.81621,                 0.9533,                      1,                  0.995,                 0.9571,                0.30891,                  0.234,                0.77648,               0.002575,               0.002575,               0.002575
                     77,                0.39068,                0.35516,                  0.816,                0.94933,                      1,                  0.995,                 0.9642,                0.32611,                0.23679,                  0.777,               0.002476,               0.002476,               0.002476
                     78,                0.42618,                0.41658,                0.81846,                0.93921,                      1,                  0.995,                 0.9642,                0.30701,                0.22818,                0.77433,               0.002377,               0.002377,               0.002377
                     79,                0.39295,                0.37799,                0.81337,                 0.9402,                      1,                  0.995,                0.97131,                0.31476,                0.23861,                0.77521,               0.002278,               0.002278,               0.002278
                     80,                0.39226,                 0.3774,                0.81688,                0.93891,                0.97619,                  0.995,                0.96183,                0.30918,                0.24033,                0.77305,               0.002179,               0.002179,               0.002179
                     81,                0.37655,                0.38324,                0.81654,                0.92854,                      1,                  0.995,                0.96894,                0.31446,                0.24251,                0.77388,                0.00208,                0.00208,                0.00208
                     82,                0.37975,                0.36037,                0.81108,                0.93023,                      1,                  0.995,                0.96183,                0.30979,                0.23848,                0.77373,               0.001981,               0.001981,               0.001981
                     83,                 0.3766,                0.35907,                0.81616,                0.93074,                      1,                  0.995,                 0.9571,                 0.3109,                0.24544,                0.77311,               0.001882,               0.001882,               0.001882
                     84,                0.36859,                0.36512,                0.81205,                0.92794,                      1,                  0.995,                 0.9642,                0.30314,                 0.2369,                0.77071,               0.001783,               0.001783,               0.001783
                     85,                0.38731,                0.36946,                0.80513,                0.92947,                      1,                  0.995,                0.96183,                0.30684,                0.24706,                0.77142,               0.001684,               0.001684,               0.001684
                     86,                0.36369,                0.35185,                0.81322,                0.93363,                      1,                  0.995,                 0.9642,                0.30608,                 0.2415,                0.77189,               0.001585,               0.001585,               0.001585
                     87,                0.36984,                0.38681,                 0.8179,                0.93628,                0.97619,                  0.995,                0.96183,                0.30148,                0.23501,                0.77185,               0.001486,               0.001486,               0.001486
                     88,                0.34735,                0.32708,                0.81238,                0.93832,                0.97619,                  0.995,                 0.9642,                 0.3071,                0.24495,                 0.7715,               0.001387,               0.001387,               0.001387
                     89,                0.36226,                0.33685,                0.80396,                0.94628,                0.97619,                  0.995,                 0.9642,                0.29038,                0.23071,                0.77045,               0.001288,               0.001288,               0.001288
                     90,                0.37059,                0.36173,                0.82266,                0.94025,                0.97619,                  0.995,                0.96894,                0.29551,                0.23781,                0.77112,               0.001189,               0.001189,               0.001189
                     91,                0.37824,                 0.3614,                0.80861,                0.94192,                0.97619,                  0.995,                0.96183,                0.29561,                0.22828,                0.77098,                0.00109,                0.00109,                0.00109
                     92,                0.36289,                0.34326,                 0.8047,                0.94408,                0.97619,                  0.995,                 0.9642,                0.29155,                0.22716,                0.77131,               0.000991,               0.000991,               0.000991
                     93,                0.36864,                0.36522,                0.81379,                0.94159,                0.97619,                  0.995,                0.96657,                0.28938,                0.22623,                0.77102,               0.000892,               0.000892,               0.000892
                     94,                0.36029,                0.34723,                0.81601,                0.94064,                0.97619,                  0.995,                0.96183,                0.28807,                0.22214,                 0.7703,               0.000793,               0.000793,               0.000793
                     95,                0.34428,                0.32987,                0.80393,                0.94612,                0.97619,                  0.995,                0.96183,                0.28717,                0.22145,                 0.7704,               0.000694,               0.000694,               0.000694
                     96,                0.34878,                0.33305,                0.80696,                0.95115,                0.97619,                  0.995,                 0.9642,                0.28297,                0.22003,                0.76988,               0.000595,               0.000595,               0.000595
                     97,                0.34536,                0.33454,                0.80483,                0.94826,                0.97619,                  0.995,                 0.9642,                0.28076,                 0.2202,                0.76939,               0.000496,               0.000496,               0.000496
                     98,                 0.3535,                0.34577,                0.81636,                0.95256,                0.97619,                  0.995,                 0.9642,                0.28208,                0.21821,                0.76933,               0.000397,               0.000397,               0.000397
                     99,                 0.3545,                0.31958,                0.80733,                0.95342,                0.97619,                  0.995,                 0.9642,                0.28052,                0.21561,                 0.7692,               0.000298,               0.000298,               0.000298
